id	year	month	day	deaths	wounded	latitude	longitude	group	text	link
2141	1981	11	17	1		54.295497	-7.463576	Konflikt v Severním Irsku		
2142	1981	11	18	1	1	54.99451	-7.319996	Konflikt v Severním Irsku		
2143	1981	11	19	1	0	54.823432	-7.468374	Konflikt v Severním Irsku		
2144	1981	11	28	1	1	54.597269	-5.930109	Konflikt v Severním Irsku		
2145	1981	12	6	1	1	41.89052	12.494249	Extrémní pravice		
2146	1981	12	29	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2147	1981	12	31	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2148	1980	1	2	1	0	54.347539	-6.656108	Konflikt v Severním Irsku		
2149	1980	1	3	1		54.184008	-7.360209	Konflikt v Severním Irsku		
2150	1980	1	4	1		54.195016	-6.400072	Konflikt v Severním Irsku		
2151	1980	1	5	1	0	43.297222	-2.991667	Baskický separatismus		
2152	1980	1	6	1	0	38.11564	13.361406	Extrémní levice		
2153	1980	1	10	1	0	42.846718	-2.671635	Baskický separatismus		
2154	1980	1	12	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
2155	1980	1	12	1		54.597269	-5.930109	Ostatní		
2156	1980	1	14	1	0	43.130387	-2.542155	Baskický separatismus		
2157	1980	1	16	1	0	43.320812	-1.984447	Ostatní		
2158	1980	1	17	1	2	51.500152	-0.126236	Ostatní		
2159	1980	1	17	1	0	48.856614	2.352222	Arabský a islámský terorismus		
2160	1980	1	19	1	0	54.99451	-7.319996	Konflikt v Severním Irsku		
2161	1980	1	19	1	0	43.34872	-3.010091	Baskický separatismus		
2162	1980	1	20	1	0	54.99451	-7.319996	Konflikt v Severním Irsku		
2163	1980	1	25	1	1	44.407062	8.933989	Extrémní levice		
2164	1980	1	25	1	0	43.118217	-2.413358	Baskický separatismus		
2165	1980	1	26	1	2	54.597269	-5.930109	Konflikt v Severním Irsku		
2166	1980	1	26	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2167	1980	1	27	1	5	43.256963	-2.923441	Baskický separatismus		
2168	1980	1	29	1	8	48.856614	2.352222	Ostatní		
2169	1980	1	29	1	8	48.856614	2.352222	Ostatní		
2170	1980	1	29	1	0	45.434336	12.338786	Extrémní levice		
2171	1980	1	31	1	1	45.070562	7.686619	Ostatní		
2172	1980	2	1	1	0	48.856614	2.352222	Ostatní		
2173	1980	2	1	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
2174	1980	2	2	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2175	1980	2	3	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
2176	1980	2	3	1	0	54.253718	-7.44106	Konflikt v Severním Irsku		
2177	1980	2	5	1	0	45.584006	9.273014	Extrémní levice		
2178	1980	2	5	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
2179	1980	2	6	1	0	41.89052	12.494249	Extrémní levice		
2180	1980	2	8	1	0	43.32412	-1.929857	Baskický separatismus		
2181	1980	2	8	1	0	43.032888	-2.411348	Baskický separatismus		
2182	1980	2	8	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
2183	1980	2	10	1	0	41.359583	2.099704	Baskický separatismus		
2184	1980	2	11	1	0	40.416691	-3.700345	Ostatní		
2185	1980	2	12	1	0	41.89052	12.494249	Extrémní levice		
2186	1980	2	14	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2187	1980	2	16	1	0	52.023062	8.533072	Konflikt v Severním Irsku		
2188	1980	2	16	1	0	43.320812	-1.984447	Baskický separatismus		
2189	1980	2	20	1	0	43.320812	-1.984447	Baskický separatismus		
2190	1980	2	29	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2191	1980	3	3	1	0	40.416691	-3.700345	Arabský a islámský terorismus		
2192	1980	3	6	1		54.33007	-6.822644	Konflikt v Severním Irsku		
2193	1980	3	7	1		54.077313	-6.608787	Konflikt v Severním Irsku		
2194	1980	3	12	1	0	41.126	16.868378	Ostatní		
2195	1980	3	12	1	0	41.89052	12.494249	Ostatní		
2196	1980	3	15	1	0	54.077313	-6.608787	Konflikt v Severním Irsku		
2197	1980	3	19	1	0	45.463681	9.188171	Ostatní		
2198	1980	3	23	1		54.18006	-6.33393	Konflikt v Severním Irsku		
2199	1980	3	25	1	0	43.169068	-2.632655	Baskický separatismus		
2200	1980	3	25	1	0	43.256963	-2.923441	Baskický separatismus		
2201	1980	3	28	1	0	43.311307	-1.900896	Ostatní		
2202	1980	4	2	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2203	1980	4	4	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
2204	1980	4	9	1	3	54.597269	-5.930109	Konflikt v Severním Irsku		
2205	1980	4	10	1	0	45.070562	7.686619	Ostatní		
2206	1980	4	11	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
2207	1980	4	11	1	0	51.500152	-0.126236	Ostatní		
2208	1980	4	15	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2209	1980	4	17	1	0	54.184008	-7.360209	Konflikt v Severním Irsku		
2210	1980	4	19	1	0	43.267549	-1.975814	Extrémní pravice		
2211	1980	4	19	1	0	41.89052	12.494249	Ostatní		
2212	1980	4	25	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
2213	1980	4	25	1	0	51.500152	-0.126236	Ostatní		
2214	1980	4	28	1	0	43.299442	-1.859099	Baskický separatismus		
2215	1980	4	29	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2216	1980	5	0	1	1	41.89052	12.494249	Ostatní		
2217	1980	5	1	1	0	40.416691	-3.700345	Ostatní		
2218	1980	5	2	1	0	41.89052	12.494249	Extrémní levice		
2219	1980	5	2	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2220	1980	5	3	1	0	43.320812	-1.984447	Baskický separatismus		
2221	1980	5	6	1	3	40.416691	-3.700345	Ostatní		
2222	1980	5	8	1	0	43.32422	-1.91447	Baskický separatismus		
2223	1980	5	9	1	0	43.3282	-3.031509	Baskický separatismus		
2224	1980	5	10	1	0	50.732674	7.096299	Ostatní		
2225	1980	5	10	1	0	41.89052	12.494249	Arabský a islámský terorismus		
2226	1980	5	11	1	0	54.347539	-6.656108	Konflikt v Severním Irsku		
2227	1980	5	12	1	0	45.495837	12.244107	Extrémní levice		
2228	1980	5	13	1	0			Extrémní levice		
2229	1980	5	14	1		54.99451	-7.319996	Konflikt v Severním Irsku		
2230	1980	5	16	1	0	43.297258	-2.256848	Baskický separatismus		
2231	1980	5	17	1	1	51.500152	-0.126236	Ostatní		
2232	1980	5	19	1	0	40.840097	14.251636	Extrémní levice		
2233	1980	5	21	1	0	37.97918	23.716647	Arabský a islámský terorismus		
2234	1980	5	21	1	0	41.89052	12.494249	Arabský a islámský terorismus		
2235	1980	5	28	1	0	45.463681	9.188171	Extrémní levice		
2236	1980	5	28	1	2	41.89052	12.494249	Extrémní pravice		
2237	1980	6	3	1	0	43.256963	-2.923441	Baskický separatismus		
2238	1980	6	4	1	0	54.992107	-5.990309	Konflikt v Severním Irsku		
2239	1980	6	4	1	2	41.89052	12.494249	Ostatní		
2240	1980	6	7	1		54.184008	-7.360209	Konflikt v Severním Irsku		
2241	1980	6	9	1	0	54.99451	-7.319996	Konflikt v Severním Irsku		
2242	1980	6	11	1	0	45.463681	9.188171	Arabský a islámský terorismus		
2243	1980	6	13	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2244	1980	6	15	1	0	42.817988	-1.644184	Baskický separatismus		
2245	1980	6	19	1	0	43.220496	-2.733236	Baskický separatismus		
2246	1980	6	22	1	0	39.360877	16.04056	Ostatní		
2247	1980	6	23	1	0	41.89052	12.494249	Ostatní		
2248	1980	6	25	1	0	42.846718	-2.671635	Baskický separatismus		
2249	1980	6	26	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2250	1980	6	28	1	0	53.17451	-7.69668	Konflikt v Severním Irsku		
2251	1980	7	0	1	0			Ostatní		
2252	1980	7	2	1	0	43.052649	-3.001022	Baskický separatismus		
2253	1980	7	14	1	0	38.11564	13.361406	Ostatní		
2254	1980	7	20	1	0	54.99451	-7.319996	Konflikt v Severním Irsku		
2255	1980	7	21	1	0	48.856614	2.352222	Ostatní		
2256	1980	7	22	1	34	42.465776	-2.449995	Baskický separatismus		
2257	1980	7	27	1	20	51.219062	4.40289	Ostatní		
2258	1980	7	27	1		54.414416	-6.976641	Konflikt v Severním Irsku		
2259	1980	7	29	1	1	40.416691	-3.700345	Baskický separatismus		
2260	1980	8	2	1	0	43.18418	-2.473289	Baskický separatismus		
2261	1980	8	3	1	0	54.549094	-7.832069	Konflikt v Severním Irsku		
2262	1980	8	5	1	0	42.846718	-2.671635	Baskický separatismus		
2263	1980	8	9	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2264	1980	8	9	1		54.081638	-6.448779	Konflikt v Severním Irsku		
2265	1980	8	16	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2266	1980	8	17	1	1	54.597269	-5.930109	Ostatní		
2267	1980	8	24	1		54.713382	-6.216761	Konflikt v Severním Irsku		
2268	1980	8	28	1	0	43.338233	-1.789272	Baskický separatismus		
2269	1980	8	29	1	0	54.347539	-6.656108	Konflikt v Severním Irsku		
2270	1980	8	29	1		54.250039	-6.703625	Konflikt v Severním Irsku		
2271	1980	8	30	1	0	43.320698	-2.420475	Ostatní		
2272	1980	8	31	1	0	54.347539	-6.656108	Konflikt v Severním Irsku		
2273	1980	9	2	1	0	41.89052	12.494249	Extrémní pravice		
2274	1980	9	2	1	2	41.387917	2.169919	Extrémní levice		
2275	1980	9	3	1	0	43.3282	-3.031509	Baskický separatismus		
2276	1980	9	4	1	0	54.293235	-6.842351	Konflikt v Severním Irsku		
2277	1980	9	6	1	0	42.816138	-2.524409	Baskický separatismus		
2278	1980	9	7	1	0	43.267549	-1.975814	Extrémní pravice		
2279	1980	9	13	1	0	43.169068	-2.632655	Baskický separatismus		
2280	1980	9	23	1	0	54.201556	-7.303997	Konflikt v Severním Irsku		
2281	1980	9	29	1	0	42.846718	-2.671635	Baskický separatismus		
2282	1980	9	30	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
2283	1980	10	2	1	0	43.311307	-1.900896	Baskický separatismus		
2284	1980	10	6	1	0	38.93213	-9.25778	Extrémní levice		
2285	1980	10	6	1	0	38.93213	-9.25778	Extrémní levice		
2286	1980	10	7	1	0	43.215187	-2.415702	Ostatní		
2287	1980	10	10	1		54.42071	-6.443767	Konflikt v Severním Irsku		
2288	1980	10	13	1	0	43.320812	-1.984447	Baskický separatismus		
2289	1980	10	13	1		52.268732	-6.625335	Konflikt v Severním Irsku		
2290	1980	10	23	1	0	43.220496	-2.733236	Baskický separatismus		
2291	1980	10	23	1	0	43.215187	-2.415702	Baskický separatismus		
2292	1980	10	23	1	0	43.320812	-1.984447	Baskický separatismus		
2293	1980	10	29	1	0	43.320812	-1.984447	Baskický separatismus		
2294	1980	10	31	1	0	43.311307	-1.900896	Baskický separatismus		
2295	1980	10	31	1	0	43.320812	-1.984447	Baskický separatismus		
2296	1980	11	0	1	0	54.18006	-6.33393	Konflikt v Severním Irsku		
2297	1980	11	0	1	0	43.232951	0.078082	Baskický separatismus		
2298	1980	11	0	1	0	45.463681	9.188171	Extrémní levice		
2299	1980	11	11	1	0	54.99451	-7.319996	Konflikt v Severním Irsku		
2300	1980	11	12	1	0	43	-2.166667	Baskický separatismus		
2301	1980	11	12	1		54.18064	-6.410521	Konflikt v Severním Irsku		
2302	1980	11	14	1	1	43.2482	-1.990517	Extrémní pravice		
2303	1980	11	14	1	0	43.3282	-3.031509	Baskický separatismus		
2304	1980	11	14	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2305	1980	11	17	1	2	43.18418	-2.473289	Baskický separatismus		
2306	1980	11	19	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
2307	1980	11	19	1	1	41.656285	-0.876533	Extrémní levice		
2308	1980	11	21	1	2	43.136978	-2.073914	Baskický separatismus		
2309	1980	11	26	1	0	54.416694	-7.820272	Konflikt v Severním Irsku		
2310	1980	11	27	1	8	42.465776	-2.449995	Baskický separatismus		
2311	1980	11	27	1	1	43.320812	-1.984447	Baskický separatismus		
2312	1980	11	28	1	0	45.463681	9.188171	Extrémní levice		
2313	1980	12	1	1	0	41.89052	12.494249	Extrémní levice		
2314	1980	12	1	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
2315	1980	12	6	1		54.823432	-7.468374	Konflikt v Severním Irsku		
2316	1980	12	7	1	0	37.765739	-3.789518	Baskický separatismus		
2317	1980	12	7	1	0	43.271876	-2.074358	Baskický separatismus		
2318	1980	12	10	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2319	1980	12	11	1	0	40.747328	14.61464	Extrémní pravice		
2320	1980	12	11	1	0	43.18418	-2.473289	Baskický separatismus		
2321	1980	12	28	1	0	54.347539	-6.656108	Konflikt v Severním Irsku		
2322	1980	12	29	1	3	39.470239	-0.376805	Ostatní		
2323	1980	12	30	1	0	43.387537	-1.675432	Extrémní pravice		
2324	1980	12	30	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2325	1980	12	31	1	0	41.89052	12.494249	Ostatní		
2326	1979	1	2	1	0	42.817988	-1.644184	Baskický separatismus		
2327	1979	1	3	1	0	42.876726	-2.701921	Baskický separatismus		
2328	1979	1	3	1	0	40.416691	-3.700345	Baskický separatismus		
2329	1979	1	9	1	0	40.416691	-3.700345	Extrémní levice		
2330	1979	1	10	1	0	41.89052	12.494249	Extrémní pravice		
2331	1979	1	10	1	0	41.89052	12.494249	Ostatní		
2332	1979	1	12	1	0	40.416691	-3.700345	Ostatní		
2333	1979	1	19	1	0	45.070562	7.686619	Extrémní levice		
2334	1979	1	19	1	0	43.320812	-1.984447	Baskický separatismus		
2335	1979	1	19	1	0	36.686562	-6.137173	Ostatní		
2336	1979	1	24	1	0	44.407062	8.933989	Extrémní levice		
2337	1979	1	26	1	0	38.11564	13.361406	Ostatní		
2338	1979	1	27	1	0	42.907739	-2.064756	Baskický separatismus		
2339	1979	1	29	1	0	45.463681	9.188171	Extrémní levice		
2340	1979	1	30	1	0	43.099441	-2.381747	Baskický separatismus		
2341	1979	1	30	1	2	43.136978	-2.073914	Baskický separatismus		
2342	1979	1	30	1	0	39.470239	-0.376805	Baskický separatismus		
2343	1979	1	31	1	0	37.97918	23.716647	Extrémní levice		
2344	1979	1	31	1	0	53.344104	-6.267494	Konflikt v Severním Irsku		
2345	1979	1	31	1	0	43.338233	-1.789272	Baskický separatismus		
2346	1979	1	31	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
2347	1979	2	3	1	1	43.22048	-2.021122	Baskický separatismus		
2348	1979	2	11	1	0			Ostatní		
2349	1979	2	12	1		54.706718	-7.592867	Konflikt v Severním Irsku		
2350	1979	2	13	1	0	43.35441	-2.846714	Baskický separatismus		
2351	1979	2	14	1	0	54.99451	-7.319996	Konflikt v Severním Irsku		
2352	1979	2	14	1	0	42.846718	-2.671635	Baskický separatismus		
2353	1979	2	15	1	0	40.416691	-3.700345	Extrémní levice		
2354	1979	2	15	1	0	40.416691	-3.700345	Baskický separatismus		
2355	1979	2	23	1	0	43.507604	-5.604447	Baskický separatismus		
2356	1979	3	2	1	0	40.416691	-3.700345	Extrémní levice		
2357	1979	3	6	1		54.42071	-6.443767	Konflikt v Severním Irsku		
2358	1979	3	9	1	1	38.11564	13.361406	Extrémní levice		
2359	1979	3	9	1	0	43.047076	-2.204605	Baskický separatismus		
2360	1979	3	9	1	1	45.070562	7.686619	Extrémní levice		
2361	1979	3	10	1	0	40.416691	-3.700345	Extrémní levice		
2362	1979	3	10	1	2	37.38264	-5.996295	Ostatní		
2363	1979	3	13	1	0	44.49419	11.346518	Ostatní		
2364	1979	3	16	1	0	43.256963	-2.923441	Baskický separatismus		
2365	1979	3	17	1	0	43.256963	-2.923441	Baskický separatismus		
2366	1979	3	19	1	8	54.192934	-6.576051	Konflikt v Severním Irsku		
2367	1979	3	20	1	0	41.89052	12.494249	Ostatní		
2368	1979	3	21	1	0	44.388799	7.547111	Ostatní		
2369	1979	3	22	1	0	50.850335	4.351685	Konflikt v Severním Irsku		
2370	1979	3	22	1		54.42071	-6.443767	Konflikt v Severním Irsku		
2371	1979	3	23	1	0	42.846718	-2.671635	Baskický separatismus		
2372	1979	3	27	1		54.117879	-6.733377	Konflikt v Severním Irsku		
2373	1979	3	29	1	0	41.89052	12.494249	Ostatní		
2374	1979	3	30	1	0	51.500152	-0.126236	Konflikt v Severním Irsku		
2375	1979	4	5	1	0	42.817988	-1.644184	Baskický separatismus		
2376	1979	4	6	1	0	43.136978	-2.073914	Baskický separatismus		
2377	1979	4	6	1	0	37.502483	15.087835	Ostatní		
2378	1979	4	9	1	0	43.054198	-2.178116	Baskický separatismus		
2379	1979	4	9	1	0	40.416691	-3.700345	Extrémní levice		
2380	1979	4	13	1	0	53.650735	-1.597572	Konflikt v Severním Irsku		
2381	1979	4	15	1	0	43.320812	-1.984447	Baskický separatismus		
2382	1979	4	16	1	0	54.409928	-7.172562	Konflikt v Severním Irsku		
2383	1979	4	17	1	0	43.054198	-2.178116	Baskický separatismus		
2384	1979	4	19	1	0	45.463681	9.188171	Extrémní levice		
2385	1979	4	19	1	3	54.347539	-6.656108	Konflikt v Severním Irsku		
2386	1979	4	19	1	1	54.597269	-5.930109	Konflikt v Severním Irsku		
2387	1979	4	24	1	0	41.377514	2.088085	Extrémní levice		
2388	1979	4	25	1	0	54.600305	-7.298402	Konflikt v Severním Irsku		
2389	1979	4	25	1	0	41.387917	2.169919	Extrémní levice		
2390	1979	4	25	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2391	1979	4	28	1	0	43.169068	-2.632655	Baskický separatismus		
2392	1979	4	29	1	0	54.536706	-6.70361	Konflikt v Severním Irsku		
2393	1979	4	29	1	1	40.416691	-3.700345	Extrémní levice		
2394	1979	4	30	1	0	40.416691	-3.700345	Extrémní pravice		
2395	1979	4	30	1	0	43.032888	-2.411348	Baskický separatismus		
2396	1979	5	1	1	0	54.446614	-6.690752	Konflikt v Severním Irsku		
2397	1979	5	3	1	2	41.89052	12.494249	Extrémní levice		
2398	1979	5	9	1	1	54.597269	-5.930109	Konflikt v Severním Irsku		
2399	1979	5	9	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2400	1979	5	15	1	0	42.599876	-5.571752	Extrémní levice		
2401	1979	5	17	1	0	43.208759	-2.774116	Baskický separatismus		
2402	1979	5	19	1		54.418875	-8.088046	Konflikt v Severním Irsku		
2403	1979	5	20	1		54.99451	-7.319996	Konflikt v Severním Irsku		
2404	1979	5	22	1	0	41.54862	2.107421	Extrémní levice		
2405	1979	5	25	1		37.38264	-5.996295	Extrémní levice		
2406	1979	5	26	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2407	1979	6	6	1	0	43.118217	-2.413358	Baskický separatismus		
2408	1979	6	6	1	3	54.597269	-5.930109	Konflikt v Severním Irsku		
2409	1979	6	7	1	0	43.136978	-2.073914	Baskický separatismus		
2410	1979	6	9	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2411	1979	6	13	1		43.413244	-2.902253	Baskický separatismus		
2412	1979	6	13	1		54.41295	-6.702064	Konflikt v Severním Irsku		
2413	1979	6	19	1	0	54.600305	-7.298402	Ostatní		
2414	1979	6	19	1	0	43.338233	-1.789272	Baskický separatismus		
2415	1979	6	19	1		54.600305	-7.298402	Konflikt v Severním Irsku		
2416	1979	6	20	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2417	1979	6	21	1	1	48.856614	2.352222	Ostatní		
2418	1979	6	22	1	0	54.647865	-6.618718	Konflikt v Severním Irsku		
2419	1979	6	22	1	0	43.320812	-1.984447	Baskický separatismus		
2420	1979	6	22	1		55.201427	-6.252041	Konflikt v Severním Irsku		
2421	1979	6	24	1		54.298121	-6.521291	Konflikt v Severním Irsku		
2422	1979	6	26	1	0	43.492949	-1.474841	Ostatní		
2423	1979	6	29	1	0	48.762541	2.408876	Ostatní		
2424	1979	6	29	1	0	48.856614	2.352222	Ostatní		
2425	1979	7	7	1	0	54.077313	-6.608787	Konflikt v Severním Irsku		
2426	1979	7	12	1		54.184008	-7.360209	Konflikt v Severním Irsku		
2427	1979	7	13	1	0	41.89052	12.494249	Extrémní levice		
2428	1979	7	14	1	10	40.416691	-3.700345	Ostatní		
2429	1979	7	15	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2430	1979	7	17	1	5	54.238631	-7.170908	Konflikt v Severním Irsku		
2431	1979	7	17	1		54.238631	-7.170908	Konflikt v Severním Irsku		
2432	1979	7	18	1	0	45.070562	7.686619	Extrémní levice		
2433	1979	7	21	1	0	40.416691	-3.700345	Extrémní levice		
2434	1979	7	24	1	0	43.047076	-2.204605	Baskický separatismus		
2435	1979	7	25	1	0	43.552847	7.017369	Ostatní		
2436	1979	7	27	1	1	54.42071	-6.443767	Konflikt v Severním Irsku		
2437	1979	7	28	1	2	43.320812	-1.984447	Ostatní		
2438	1979	7	28	1		54.42071	-6.443767	Konflikt v Severním Irsku		
2439	1979	7	31	1	0			Konflikt v Severním Irsku		
2440	1979	8	2	1	1	43.481402	-1.514699	Ostatní		
2441	1979	8	2	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2442	1979	8	4	1	0	43.18418	-2.473289	Baskický separatismus		
2443	1979	8	7	1		52.160862	-7.152424	Konflikt v Severním Irsku		
2444	1979	8	8	1	2	43.256963	-2.923441	Baskický separatismus		
2445	1979	8	11	1	0	54.981084	-6.682382	Konflikt v Severním Irsku		
2446	1979	8	13	1	0	43.320664	-3.020252	Baskický separatismus		
2447	1979	8	16	1	0	43.256963	-2.923441	Baskický separatismus		
2448	1979	8	20	1	0	41.206996	-8.285651	Ostatní		
2449	1979	8	29	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
2450	1979	8	30	1	0	43.090476	-2.31322	Baskický separatismus		
2451	1979	8	30	1	0	43.320812	-1.984447	Baskický separatismus		
2452	1979	9	1	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
2453	1979	9	3	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2454	1979	9	8	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2455	1979	9	12	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2456	1979	9	13	1	0	43.297222	-2.991667	Baskický separatismus		
2457	1979	9	14	1	0	43.483152	-1.558626	Ostatní		
2458	1979	9	14	1	1	54.597269	-5.930109	Konflikt v Severním Irsku		
2459	1979	9	19	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
2460	1979	9	20	1	0	48.856614	2.352222	Ostatní		
2461	1979	9	21	1	0	45.070562	7.686619	Extrémní levice		
2462	1979	9	23	1	0	43.320812	-1.984447	Baskický separatismus		
2463	1979	9	27	1	0	43.178205	-2.31164	Baskický separatismus		
2464	1979	9	27	1	0	43.256963	-2.923441	Baskický separatismus		
2465	1979	9	28	1	0	43.320812	-1.984447	Extrémní pravice		
2466	1979	9	30	1	0	43.317073	-2.678975	Baskický separatismus		
2467	1979	9	30	1	0	43.256963	-2.923441	Baskický separatismus		
2468	1979	10	3	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2469	1979	10	5	1	1	54.18006	-6.33393	Konflikt v Severním Irsku		
2470	1979	10	5	1		54.18064	-6.410521	Konflikt v Severním Irsku		
2471	1979	10	8	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
2472	1979	10	8	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
2473	1979	10	8	1	0	42.817988	-1.644184	Baskický separatismus		
2474	1979	10	12	1	0	52.069858	4.291111	Ostatní		
2475	1979	10	12	1		54.597269	-5.930109	Konflikt v Severním Irsku		
2476	1979	10	15	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
2477	1979	10	19	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
2478	1979	10	20	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
